,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
375,Karaton,-6.34,106.1,85.05,66,20,5.82,1599964718,ID
376,Ambilobe,-13.2,49.05,67.95,78,10,4.27,1599964719,MG
377,Kavaratti,10.57,72.64,81.41,81,100,15.84,1599964719,IN
378,Atlantic City,39.36,-74.42,65.44,82,40,5.82,1599964561,US
379,Pitimbu,-7.47,-34.81,73.4,83,20,4.7,1599964720,BR
380,Punta Alta,-38.88,-62.07,52.41,46,4,10.42,1599964720,AR
381,Pisco,-13.7,-76.22,60.89,87,20,5.82,1599964721,PE
382,Obando,14.72,120.93,86.0,74,40,6.93,1599964721,PH
383,Ponta Delgada,37.73,-25.67,68.0,88,75,5.82,1599964721,PT
384,Beeville,28.4,-97.75,82.74,78,1,3.36,1599964722,US
385,Matara,5.95,80.54,80.65,83,100,10.78,1599964722,LK
386,Chiknāyakanhalli,13.42,76.62,70.12,89,100,6.53,1599964722,IN
387,Rawson,-43.3,-65.1,50.38,45,0,20.45,1599964723,AR
388,Biak,-0.91,122.88,81.43,75,78,9.35,1599964723,ID
389,Markova,48.68,24.41,59.16,75,14,4.14,1599964724,UA
390,Baykit,61.67,96.37,52.77,79,99,2.39,1599964724,RU
391,Matagami,49.75,-77.63,51.8,87,90,12.75,1599964724,CA
392,Belmonte,-15.86,-38.88,75.2,73,40,12.75,1599964725,BR
393,Maniitsoq,65.42,-52.9,36.59,74,0,12.39,1599964725,GL
394,Springdale,36.19,-94.13,67.53,100,1,2.82,1599964624,US
395,Sibu,2.3,111.82,75.07,94,40,3.36,1599964726,MY
396,Fortuna,40.6,-124.16,55.31,100,90,4.7,1599964726,US
397,Tommot,58.96,126.29,71.69,57,75,2.19,1599964726,RU
398,Ekhabi,53.51,142.97,64.15,46,0,1.99,1599964727,RU
399,Harper,4.38,-7.72,75.76,91,99,8.55,1599964727,LR
400,Avarua,-21.21,-159.78,80.6,83,0,8.05,1599964727,CK
401,Buluang,13.31,123.34,88.7,63,77,2.46,1599964728,PH
402,Araguari,-18.65,-48.19,73.4,25,0,6.93,1599964614,BR
403,Axum,14.12,38.72,57.2,80,34,2.24,1599964728,ET
404,Beisfjord,68.38,17.6,39.61,100,99,10.29,1599964729,NO
405,Ugoofaaru,5.67,73.0,82.02,79,100,11.61,1599964729,MV
406,Dunedin,-45.87,170.5,56.5,60,100,1.99,1599964729,NZ
407,Muyezerskiy,63.93,31.65,51.17,95,100,10.25,1599964730,RU
408,Port Macquarie,-31.43,152.92,75.47,55,100,9.62,1599964730,AU
409,Bandarbeyla,9.49,50.81,80.17,67,26,19.91,1599964731,SO
410,Gravdal,68.12,13.5,50.41,72,3,14.7,1599964731,NO
411,Tahoua,14.89,5.27,84.97,53,11,6.13,1599964731,NE
412,Lagoa,39.05,-27.98,70.61,73,0,6.69,1599964732,PT
413,Nicoya,10.15,-85.45,77.0,94,75,8.05,1599964732,CR
414,Andros Town,24.7,-77.77,82.4,83,75,5.82,1599964456,BS
415,Kodinsk,58.69,99.18,54.99,62,39,5.39,1599964732,RU
416,Ushtobe,45.25,77.98,65.43,47,62,7.67,1599964733,KZ
417,Praia da Vitória,38.73,-27.07,66.54,88,20,1.9,1599964733,PT
418,Owando,-0.48,15.9,70.02,96,100,2.91,1599964734,CG
419,Williams Lake,52.14,-122.14,66.2,32,90,8.05,1599964734,CA
420,Nanortalik,60.14,-45.24,37.9,75,50,1.05,1599964734,GL
421,São Filipe,14.9,-24.5,79.07,84,100,20.69,1599964735,CV
422,Lata,40.16,-8.33,68.0,55,78,1.95,1599964735,PT
423,Patan,27.67,85.33,69.8,100,75,3.36,1599964735,NP
424,Codrington,-38.27,141.97,57.87,63,0,14.32,1599964736,AU
425,Lavrentiya,65.58,-171.0,44.82,72,85,8.75,1599964736,RU
426,Polis,35.04,32.43,75.2,78,0,5.82,1599964736,CY
427,Fes,34.04,-5.0,71.6,68,100,2.24,1599964737,MA
428,Haines Junction,60.75,-137.51,44.44,59,77,3.91,1599964737,CA
429,Kuchinda,21.73,84.35,80.6,88,40,4.7,1599964738,IN
430,Ampanihy,-24.7,44.75,67.21,80,30,12.39,1599964738,MG
431,San Patricio,19.22,-104.7,79.57,83,2,2.55,1599964739,MX
432,Sādri,25.18,73.43,85.89,57,15,0.29,1599964739,IN
433,Hanchuan,30.65,113.77,77.0,73,40,2.24,1599964739,CN
434,Te Anau,-45.42,167.72,49.19,89,100,8.08,1599964740,NZ
435,Enid,36.4,-97.88,69.67,100,1,3.36,1599964639,US
436,Urengoy,65.97,78.37,55.99,73,52,17.38,1599964740,RU
437,Boquira,-12.82,-42.73,65.88,67,0,7.47,1599964741,BR
438,Bereket,39.24,55.52,70.7,24,0,5.53,1599964741,TM
439,Ponta do Sol,32.67,-17.1,64.81,88,20,4.56,1599964741,PT
440,Flinders,-34.58,150.86,75.15,41,100,10.0,1599964742,AU
441,Severo-Kuril'sk,50.68,156.12,51.33,81,80,23.76,1599964742,RU
442,Souillac,-20.52,57.52,68.0,88,40,2.24,1599964743,MU
443,Barra de Tecoanapa,16.52,-98.75,82.11,79,100,3.49,1599964743,MX
444,Zeya,53.75,127.27,73.9,51,0,2.55,1599964744,RU
445,Kamenka,51.32,42.77,48.11,72,0,3.74,1599964744,RU
446,Airai,-8.93,125.41,76.05,35,93,7.4,1599964745,TL
447,Vestmannaeyjar,63.44,-20.27,48.36,78,100,20.69,1599964745,IS
448,Ambon City,-3.7,128.18,84.2,74,40,5.82,1599964564,ID
449,Unity,52.45,-109.17,44.01,78,100,5.7,1599964746,CA
450,Eyl,7.98,49.82,80.38,65,93,20.54,1599964746,SO
451,Kovdor,67.57,30.48,41.65,98,100,1.5,1599964747,RU
452,Álamo,20.92,-97.68,74.79,90,100,1.79,1599964747,MX
453,Aracati,-4.56,-37.77,76.33,68,56,12.08,1599964747,BR
454,Port Hardy,50.7,-127.42,57.2,87,75,3.36,1599964748,CA
455,Barcelos,41.54,-8.62,73.92,60,100,5.82,1599964645,PT
456,Puerto del Rosario,28.5,-13.86,73.4,83,20,6.93,1599964748,ES
457,Camacha,33.08,-16.33,69.8,88,40,5.73,1599964749,PT
458,Kortkeros,61.81,51.58,42.8,100,90,4.47,1599964749,RU
459,Mercedes,-34.65,-59.43,50.02,88,21,6.58,1599964750,AR
460,Saint-Pierre,-21.34,55.48,58.59,59,40,8.05,1599964750,RE
461,Manga,11.66,-1.07,75.92,81,10,5.88,1599964750,BF
462,Ozark,37.02,-93.21,64.89,93,0,2.93,1599964751,US
463,Mestia,43.05,42.73,54.0,59,0,2.93,1599964751,GE
464,Sciacca,37.51,13.09,67.05,69,82,5.01,1599964751,IT
465,Bafoulabé,13.81,-10.83,75.69,93,55,2.91,1599964752,ML
466,‘Āhuimanu,21.44,-157.84,83.26,61,20,10.29,1599964752,US
467,Tutóia,-2.76,-42.27,79.7,78,70,13.2,1599964753,BR
468,Bonavista,48.65,-53.11,54.16,76,0,18.95,1599964753,CA
469,Murashi,59.4,48.96,44.83,94,58,7.65,1599964753,RU
470,Uthal,25.81,66.62,86.54,65,67,7.18,1599964754,PK
471,Uyskoye,54.38,60.0,47.88,82,11,5.46,1599964754,RU
472,Shinjō,38.76,140.3,78.78,73,75,2.24,1599964755,JP
473,Vao,-22.67,167.48,68.0,81,95,22.08,1599964755,NC
474,Black River,18.03,-77.85,82.94,79,20,4.7,1599964569,JM
475,Nkowakowa,-23.89,30.29,51.8,66,0,9.17,1599964755,ZA
476,San Luis,-33.3,-66.34,55.81,46,0,5.1,1599964756,AR
477,Oddur,4.12,43.89,71.62,79,99,15.77,1599964756,SO
478,Moerai,-22.43,-151.33,75.07,84,0,13.67,1599964757,PF
479,Bukama,-9.2,25.85,73.87,36,99,3.29,1599964757,CD
480,Linxia Chengguanzhen,35.6,103.21,57.78,71,100,3.83,1599964757,CN
481,Pochutla,15.74,-96.47,75.99,92,100,5.79,1599964758,MX
482,Oriximiná,-1.77,-55.87,82.96,52,10,4.52,1599964758,BR
483,Serebryansk,49.69,83.29,46.4,70,50,2.24,1599964759,KZ
484,Auki,-8.77,160.7,85.28,70,10,3.96,1599964759,SB
485,Hinesville,31.85,-81.6,77.31,88,1,5.82,1599964759,US
486,Guymon,36.68,-101.48,69.8,46,1,7.92,1599964760,US
487,Sydney,-33.87,151.21,73.36,53,94,3.0,1599964760,AU
488,Sistranda,63.73,8.83,50.0,93,75,28.86,1599964761,NO
489,Jiangyou,31.77,104.72,70.12,81,98,3.51,1599964761,CN
490,Tiznit Province,29.58,-9.5,69.51,66,100,1.81,1599964761,MA
491,Vila Franca do Campo,37.72,-25.43,68.0,88,75,5.82,1599964762,PT
492,Podor,16.65,-14.96,83.44,70,5,14.61,1599964762,MR
493,Sandpoint,48.28,-116.55,59.34,72,90,0.89,1599964763,US
494,Baishishan,43.58,127.57,64.74,59,91,8.46,1599964763,CN
495,Darnah,32.77,22.64,74.17,74,0,6.17,1599964764,LY
496,Tsimmerbude,54.67,20.13,59.52,82,40,8.95,1599964764,RU
497,Bealanana,-14.55,48.73,54.88,91,51,3.65,1599964764,MG
498,Garoowe,8.41,48.48,78.35,62,80,19.17,1599964765,SO
499,Eyemouth,55.87,-2.09,58.98,90,100,7.0,1599964766,GB
500,São José da Coroa Grande,-8.9,-35.15,73.4,81,11,11.43,1599964766,BR
501,Berlevåg,70.86,29.09,46.69,78,100,6.06,1599964766,NO
502,Abonnema,4.71,6.79,73.29,95,100,4.5,1599964767,NG
503,Sisimiut,66.94,-53.67,35.78,79,15,4.9,1599964767,GL
504,Redlands,34.06,-117.18,77.22,25,5,4.7,1599964728,US
505,Timrå,62.49,17.33,44.51,100,0,2.24,1599964768,SE
506,Yangi Marg`ilon,40.43,71.72,62.6,42,0,2.24,1599964768,UZ
507,São Benedito do Rio Preto,-3.33,-43.53,75.92,86,67,5.23,1599964768,BR
508,Mareeba,-17.0,145.43,69.93,87,81,5.01,1599964769,AU
509,Krasnosel'kup,65.7,82.47,55.6,79,100,16.84,1599964769,RU
510,Nome,64.5,-165.41,52.32,76,75,13.87,1599964769,US
511,Karasjok,69.47,25.51,44.6,93,100,4.7,1599964770,NO
512,Yerbogachën,61.28,108.01,54.34,60,0,5.32,1599964770,RU
513,Pimenteiras,-6.25,-41.42,73.6,43,0,5.79,1599964770,BR
514,Maun,-19.98,23.42,62.6,39,0,4.7,1599964771,BW
515,Chicama,-7.84,-79.15,60.48,82,24,4.32,1599964771,PE
516,Staryy Nadym,65.61,72.68,52.93,86,99,18.32,1599964772,RU
517,Inhambane,-23.86,35.38,68.25,82,36,4.76,1599964772,MZ
518,Spirit River,55.78,-118.84,47.5,66,90,9.17,1599964772,CA
519,Naze,28.37,129.48,82.4,88,75,6.93,1599964773,JP
520,Lesnoy,57.62,63.08,46.65,91,48,7.34,1599964773,RU
521,São Félix do Xingu,-6.64,-51.99,75.69,38,74,1.57,1599964773,BR
522,Lindi,-10.0,39.72,69.8,94,20,9.17,1599964774,TZ
523,Albury,-36.08,146.92,56.8,100,90,4.7,1599964775,AU
524,Wau,7.7,28.0,70.93,94,100,3.91,1599964775,SS
525,Esim,4.87,-2.24,74.57,92,70,6.87,1599964775,GH
526,Pohrebyshche,49.49,29.26,55.44,48,2,6.35,1599964776,UA
527,Bandrele,-12.91,45.19,77.0,83,75,11.41,1599964776,YT
528,Mineros,-17.12,-63.23,77.0,78,32,6.93,1599964776,BO
529,Cutlerville,42.84,-85.66,68.23,94,90,8.05,1599964624,US
530,Hambantota,6.12,81.12,78.8,100,40,6.93,1599964777,LK
531,Mount Gambier,-37.83,140.77,57.2,62,75,16.11,1599964777,AU
532,Gamba,-2.65,10.0,74.43,86,99,7.0,1599964778,GA
533,Bettiah,26.8,84.5,86.29,74,0,7.07,1599964778,IN
534,Adré,13.47,22.2,72.0,84,89,4.34,1599964779,TD
535,Vila,42.03,-8.16,66.99,57,95,7.0,1599964779,PT
536,São Gabriel da Cachoeira,-0.13,-67.09,77.47,78,57,0.67,1599964779,BR
537,Córdoba,-31.41,-64.18,54.61,49,0,8.05,1599964587,AR
538,Severobaykal'sk,55.65,109.32,52.2,93,100,1.68,1599964780,RU
539,Międzyrzecz,52.44,15.58,54.72,92,95,5.35,1599964780,PL
540,Comiso,36.95,14.61,69.06,88,20,3.36,1599964781,IT
541,Cutervo,-6.38,-78.82,51.17,100,22,3.78,1599964781,PE
542,Port Antonio,18.18,-76.46,80.11,83,40,8.05,1599964781,JM
543,Barraute,48.43,-77.63,53.78,93,90,9.17,1599964782,CA
544,Lakes Entrance,-37.88,147.98,62.01,75,98,1.01,1599964782,AU
545,Lar,26.2,83.97,85.95,74,100,5.64,1599964782,IN
546,Brae,60.4,-1.35,51.8,93,14,16.11,1599964783,GB
547,Seoul,37.57,126.98,73.94,56,1,5.82,1599964652,KR
548,Solnechnyy,50.72,136.63,71.04,54,78,3.53,1599964783,RU
549,Karratha,-20.74,116.85,93.85,21,0,20.02,1599964784,AU
550,Leh,34.17,77.58,54.88,39,0,4.25,1599964784,IN
551,Macia,-25.03,33.1,60.6,97,1,1.57,1599964785,MZ
552,Soligalich,59.08,42.29,50.79,84,100,9.98,1599964785,RU
553,Kailua,21.4,-157.74,80.96,61,20,10.29,1599964583,US
554,Manta,-0.95,-80.73,73.4,88,75,10.29,1599964736,EC
555,Kohima,25.67,94.12,75.13,75,79,1.19,1599964786,IN
556,Bogorodskoye,56.55,37.88,52.25,78,84,12.75,1599964786,RU
557,Northam,51.03,-4.22,55.35,94,82,5.99,1599964787,GB
558,Edéa,3.8,10.13,72.66,97,100,0.74,1599964787,CM
559,Kikwit,-5.04,18.82,74.89,68,19,1.52,1599964787,CD
560,Egvekinot,66.32,-179.17,46.6,63,100,14.14,1599964788,RU
561,Ibaiti,-23.85,-50.19,66.94,46,1,3.85,1599964619,BR
562,Novikovo,51.15,37.89,48.76,55,0,4.79,1599964788,RU
563,Mirzāpur,25.15,82.58,82.4,88,40,3.36,1599964788,IN
564,Lere,10.39,8.57,68.4,88,100,0.38,1599964789,NG
565,Elizabeth City,36.29,-76.25,67.93,91,92,6.49,1599964544,US
566,Karpathos,35.51,27.21,75.2,83,2,12.75,1599964789,GR
567,Guamo,4.03,-74.97,79.2,66,96,1.72,1599964790,CO
568,Ossora,59.24,163.07,45.48,76,100,26.98,1599964790,RU
569,Chapais,49.78,-74.85,55.4,71,90,11.41,1599964790,CA
570,Central Point,42.38,-122.92,66.2,42,90,3.74,1599964514,US
571,Cap-aux-Meules,47.38,-61.86,53.6,81,5,4.7,1599964494,CA
572,Fortuna Foothills,32.66,-114.41,90.84,15,1,4.7,1599964718,US
573,Cabra,37.47,-4.44,72.3,43,98,2.24,1599964791,ES
574,Vargashi,55.36,65.85,53.04,76,68,2.93,1599964792,RU
